title,link,description,bloggername,bloggerlink,postdate
 파이썬 과 JAX로 추천 시스템 구축하기,https://jpub.tistory.com/468845,"알려주며,  파이썬 , JAX, PySpark, SparkSQL, FastAPI를 사용하여 실제로 추천 시스템을 구축하는 직관적인... 도서명  파이썬 과 JAX로 추천 시스템 구축하기 부제 만들면서 배우는 대규모 상용 추천 시스템... ",제이펍의 참 똑똑한 2비트 책 이야기,https://jpub.tistory.com/,20250318
013_모듈 module _  파이썬  외부모듈,https://blog.naver.com/geologenie/223742717947,내용) ※  파이썬  프로그래밍 예시문 [ 기본 구조 ] | 모듈 module ◆ 외부모듈 :  파이썬  기본 제공이 아닌 외부 사람들이 만들어서 배포한 모듈 Numpy 수치계산 Pandas 데이터 처리 Matplotlib... ,뚜벅이의 지질여행,blog.naver.com/geologenie,20250131
"챗gpt 를 이용하여,  파이썬 으로 앱 만들기_1",https://blog.naver.com/hong0893/223802531133,"~~쌩초보의 첫 도전기~~  파이썬  무엇인지부터 알아보기 저는 일단  파이썬 이 어떤 프로그램인지도 알지 못하는 사람으로, 단순히,  파이썬 이라는 프로그램을 인지만 하고 있는 수준입니다. 그래서... ",사노라면,blog.naver.com/hong0893,20250323
자바스크립트 vs  파이썬 : 어떤 언어를 배워야 할까?,https://blog.naver.com/k5619/223794632739,"#it #ai #인공 #지능 #자바스크립트 # 파이썬  #언어 #코딩 #프로그램 #프로그래밍 #자바 #개발 #앱 #app #홈페이지 #사이트 #문법 #난이도 #쉬운 #어려운 #초보 #학습 #phython 자바스크립트와  파이썬 , 두 언어는... ",1人 IT담당자,blog.naver.com/k5619,20250322
 파이썬  초보자를 위한 자료형 정리 (기본부터 리스트... ,https://blog.naver.com/qreeko/223808165637,|  파이썬 을 처음 시작한다면 꼭 알아야 할 것 | 프로그래밍을 처음 시작하면 많은 개념이...  파이썬 은 특히 자료형의 구성이 간결하면서도 다양해 초보자가 이해하기에 상대적으로 수월합니다.... ,잡학다식,blog.naver.com/qreeko,20250324
ESPnet 설치를 위한  파이썬  환경 설정,https://blog.naver.com/websearch/223790585917,https://espnet.github.io/espnet/installation.html 위의 웹 페이지에 ESPnet 설치를 위한  파이썬  설정 방법을 4가지 종류로 구분하여서 설명하고 있는 것 같아서 어떤 방법이 좋을지 ChatGPT 에게 문의한... ,파워 프로그래머,blog.naver.com/websearch,20250310
통해 시작하는 분석과 시각화 &quot;야구 데이터로 배우는  파이썬 &quot;,https://blog.naver.com/ydot/223790701396,"오늘은 야구 데이터를 활용하여  파이썬 과 데이터 분석을 배울 수 있는 실습 중심의 입문서, &lt;야구 데이터로 배우는  파이썬 &gt;을 소개해 드리겠습니다. 이 책은 총 5개의 챕터로 구성되어 있습니다. 각 챕터의... ",영진닷컴 공식 블로그,blog.naver.com/ydot,20250310
 파이썬  오라클 연결 및 오류 확인,https://dantes.kr/648," 파이썬  오라클 연결 및 오류 확인 개발 2025. 1. 6. 18:51 http://daegu-koreaitlab.com 광고... 네트워크, 파이썬 ,C언어  파이썬 에서 오라클에 접속할 수 있도록 라이브러리를... ",단테스 이야기 :: 단테스 이야기,https://dantes.kr/,20250106
 파이썬  기초부터 실무까지! 잇업 올인원 풀패키지,https://blog.naver.com/kacnet/223810339872," 파이썬  기초부터 실무까지! 잇업 올인원 풀패키지라면 완벽 마스터!  파이썬 , 처음이어도 정말 괜찮을까요?  파이썬 은 컴퓨터 언어 중에서도 가장 배우기 쉬운 언어 1위로 꼽혀요. 게다가 요즘은 개발자뿐... ",고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20250326
코파일럿 사용한  파이썬  코딩 1일 차,https://blog.naver.com/yorushika1004/223795258974,바로  파이썬 을 설치하고 실행시키는 법까지 보고 작동시켰으나 문제는  파이썬 은 커녕 프로그래밍 언어에 대해 1도 모른다는 것이였다. 의욕만 앞선 나머지 도구들은 준비가 되어있는데 이를 어떻게... ,블로그,blog.naver.com/yorushika1004,20250314
[챗GPT와 함께하는 코딩]  파이썬  완전 처음부터 시작하기... ,https://blog.naver.com/seokssong/223810102470,"챗GPT와 함께 배우는 코딩, 왜  파이썬 일까? 2.  파이썬  설치부터 진짜 쉽게 따라하기 3. 첫  파이썬  코드 – 챗GPT가 도와줄게! 4. 헷갈릴 땐 어떻게? 챗GPT로 해결하는 팁 5. 마무리 및 다음 예고 : 변수와 자료형... ",석쏭의 세종사는 이야기,blog.naver.com/seokssong,20250326
 파이썬 기반 빅데이터분석마케팅전문가과정! 6년간의 스토리~~,https://blog.naver.com/bukbuwomen/223784710591,라고 생각하고 있는 분들 ★★모두 다 주목★★  파이썬 기반 빅데이터분석 마케팅전문가과정을 통해... 온 &lt; 파이썬 기반 빅데이터분석 마케팅전문가과정&gt; 데이터분석 역량강화로 커리어를 업그레이드 할 수... ,도약을 위한 새로운 출발~ 북부여성발전센터,blog.naver.com/bukbuwomen,20250305
 파이썬 전문가 자격증의 전망과 기회,https://blog.naver.com/dalkishabet/223786114748," 파이썬  전문가 자격증은 현재와 미래의 IT 산업에서 중요한 역할을 할 것으로 예상됩니다. 자격증을 통해 다양한 기회를 얻고, 경력을 쌓아 나가는 것이 중요합니다.  파이썬 의 세계에 발을 들여놓고... ",꿈꾸는 행복한 교육,blog.naver.com/dalkishabet,20250306
잼코딩  파이썬  독학 - 7. 입출력 : 여러 값 한번에 입력받기,https://blog.naver.com/jamduino/223748906754,"오늘의 포스팅은 잼코딩  파이썬  7. 입출력 : 여러 값 한번에 입력받기에 해당하는 내용입니다. 잼코딩  파이썬  교재 링크 (무료, 회원가입 필요 없음) 이전 포스팅(잼코딩  파이썬  독학 - 6. 입출력 : 기초... ",실적을 만드는 코딩학원 잼코딩학원,blog.naver.com/jamduino,20250205
[한빛미디어]  파이썬 으로 웹 크롤러 만들기(3판),https://blog.naver.com/dhan0213/223802870790,"&quot; 라이언 미첼, 최경현, &lt; 파이썬 으로 웹 크롤러 만들기(3판)&gt; 한빛미디어, 2025 자동화된 나만의 웹... 내가 작업한 프로그래밍 언어는  파이썬 이 아니었지만 굉장히 재미있게 읽었고, 책을 읽는 동안... ",종이책을 좋아하는 개발자,blog.naver.com/dhan0213,20250319
개발자를 위한  파이썬  업무자동화 | 자동화가 필요한... ,https://blog.naver.com/dhan0213/223805295463,사용하기  파이썬 으로 페이지 만들기 GCP 클라우드 리소스 가져와서 정리하기 구글은 CLI도... 개발자를 위한  파이썬  업무자동화 | 자동화가 필요한 개발자를 위한 실시간 코딩 세션... ,종이책을 좋아하는 개발자,blog.naver.com/dhan0213,20250321
 파이썬  주사위 이모지 출력 GUI프로그램,https://blog.naver.com/hma778/223769515797,지난해에 이어 오늘은  파이썬  TK인터로 주사위 이모지 출력하기를 통해 GUI 프로그램을 만들어... 이번 프로젝트에서는  파이썬  tkinter 주사위 이모지 출력 예제를 통해 주사위의 1부터 6까지의 눈을... ,하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20250222
왜 CEO들은 직원들에게  파이썬 을 배우라고 강요할까?,https://blog.naver.com/bloode/223790126742, 파이썬 이란?  파이썬 (Python)은 1991년 귀도 반 로섬(Guido van Rossum)이 개발한 고급 프로그래밍 언어입니다. 쉬운 문법과 읽기 좋은 코드 구조를 가지고 있어 초보자부터 전문가까지 폭넓게 사용되고... ,진취용기,blog.naver.com/bloode,20250310
 파이썬  초시계코드짜기(20분만에 만들기),https://blog.naver.com/hj1124/223783098961, 파이썬 을 실행하고 새 파일을 엽니다. 제목은 시계 clock.py입니다.  파이썬 에 붙여넣기를 합니다. 오른쪽 상단에 play 버튼이 있어요. 실행이 됩니다. 딱 엄지손가락 두 마디만큼이네요. 욕심이 생기네요.... ,"나의 바다, 그곳은",blog.naver.com/hj1124,20250304
"[ 파이썬 , C++] YOLO v8/v11 해보기",https://blog.naver.com/jdkim2004/223764416093,[ 파이썬 ] YOLO v8 해보기 https://github.com/ultralytics/ultralytics ********************************  파이썬  3.12는 이미 설치되어 있음. pip install ultralytics yolo.exe는 C:\Users\admin\AppData\Local... ,Notebook,blog.naver.com/jdkim2004,20250218
웹크롤링이란? 웹 스크래핑과 차이점부터  파이썬  실습까지!,https://blog.naver.com/bthrug/223788919898," 파이썬 을 활용한 웹크롤링 실습 웹크롤링을 수행하기 위해서는 프로그래밍이 필요한데, 프로그래밍 언어 중에서  파이썬 (Python)이 가장 많이 사용됩니다.  파이썬 에는 다양한 웹크롤링 라이브러리가... ",비쓰루지,blog.naver.com/bthrug,20250308
[ 파이썬  시리즈] 2.4. 연산자 (2),https://blog.naver.com/soi897/223730006709,이 게시물은  파이썬  3.9.0 기준 공식 문서를 참고하여 만들어졌습니다! &lt; 파이썬  공식 문서(3.9.0 기준)&gt; https://docs.python.org/release/3.9.0/ &quot; &quot; 오늘도 주피터 노트북을 들어가셔서 새로운 이름의 ipynb 파일을... ,Blog for Verilog HDL&RF Circuit Design,blog.naver.com/soi897,20250118
 파이썬 과 챗GPT의 만남으로 직장인코딩 효율 높이기,https://blog.naver.com/freemeadow/223723615818,오늘은  파이썬 과 챗GPT를 통해 직장인코딩 효율을 높일 수 있는 방법이 있다고하는데요. 지난번 소개드린 코딩밸리에서 새로운 강의가 추가됐다고 하니 한번 살펴보도록 합시다.  파이썬 과 챗GPT의 만남으로... ,SPACE CREATOR,blog.naver.com/freemeadow,20250112
 파이썬  tkinter 카운트 프로그램 만들기,https://blog.naver.com/hma778/223767278725," 파이썬 에서 GUI(Graphical User Interface)를 만들 수 있는 기본 라이브러리 중 하나가 바로  파이썬  tkinter입니다.  파이썬  tkinter를 사용하면 간단한 버튼, 라벨, 입력 창 등을 쉽게 만들 수 있으며... ",하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20250220
[도서] 혼자 만들면서 공부하는  파이썬  !!!,https://blog.naver.com/cjsong/223812398686,"혼자 만들면서 공부하는  파이썬  저자 문현일 출판 한빛미디어 발매 2025.02.14. 혼자 만들면서 공부하는  파이썬  37개 라이브러리와 API로 보고서, 차트, 게임, 맵, AI 챗봇 만들기 문현일 저 2025년... ",씨제이송(CJSONG)님의 블로그,blog.naver.com/cjsong,20250328
잼코딩  파이썬  월간 조회수 3만 5천 건 달성!,https://blog.naver.com/jamduino/223760808872," 파이썬  1,2권 월간 조회수 35,000건 돌파! 잼코딩  파이썬  링크 &lt; &gt; 저는 잼코딩  파이썬  교재 집필자와  파이썬  포스팅 작성자로서,  파이썬 을 노베이스에서 독학을 한다고 상정, “어떻게 하면  파이썬 을 보다 쉽게... ",실적을 만드는 코딩학원 잼코딩학원,blog.naver.com/jamduino,20250214
[북부여성새로일하기센터] 2025 직업교육훈련일정( 파이썬 기반... ,https://blog.naver.com/saeil10/223793008883,라고 생각하고 있는 분들 ★★모두 다 주목★★  파이썬 기반 빅데이터분석 마케팅전문가과정을 통해... 있는 &lt; 파이썬 기반 빅데이터분석 마케팅전문가과정&gt; 데이터분석 역량강화로 커리어 업그레이드 할 수... ,여성새로일하기센터 공식블로그,blog.naver.com/saeil10,20250312
 파이썬  &amp; SQL 코딩인강추천 코딩밸리,https://blog.naver.com/freemeadow/223714040555,오늘은  파이썬  &amp; SQL 코딩인강추천 코딩밸리를 살펴보고자 하는데요. 그 어렵던 코딩을 손쉽게 배울 수 있는 서비스라고해서 항상 망설였던  파이썬 과 SQL에 도전해봤습니다. 코딩밸리란? 출처 : 코딩밸리... ,SPACE CREATOR,blog.naver.com/freemeadow,20250103
코딩교육책. Do it!  파이썬  생활 프로그래밍,https://blog.naver.com/toi300s/223813077576," 파이썬  생활 프로그래밍 Do it!  파이썬  생활 프로그래밍 저자 김창현 출판 이지스퍼블리싱 발매 2020.07.27.  파이썬 , 나도 해볼 수 있을까? 초보도 쉽게 배우는 생활 프로그래밍! 프로그래밍, 어렵게만... ",TOI Story,blog.naver.com/toi300s,20250328
012_모듈 module _  파이썬  내부모듈,https://blog.naver.com/geologenie/223742454193,"내용) ※  파이썬  프로그래밍 예시문 [ 기본 구조 ] | 모듈 module ◆ 모듈 module : 비슷한 성격의 함수, 클래스들을 가지고 있는 .py 파일 _ '모듈을 사용한다.' :  파이썬 으로 변수, 함수... ",뚜벅이의 지질여행,blog.naver.com/geologenie,20250130
[신간] 인스타페이 ‘챗GPT를 얹는  파이썬  레시피’ 출간,https://blog.naver.com/instapay_official/223778158079,"◆ 미리보기 AI 개발자들이 챗GPT를 활용해 저술한 ‘챗GPT를 얹는  파이썬  레시피’가 출간됐다. 이 책은 챗GPT를 활용한  파이썬  프로그래밍 실전 가이드로, 초보자부터 현직 개발자까지 쉽게 따라할... ",인스타페이 공식블로그,blog.naver.com/instapay_official,20250228
알고리즘 수업 - 병합 정렬 1의 시간 제한과  파이썬 ,https://blog.naver.com/dhnam0502/223761740066,"병합 정렬을 의사코드를 그대로  파이썬 으로 구현하고, 제일 마지막에 A[]에 대입하는 부분만... 파이ㅆ 오늘의 팁:  파이썬 은 느리다. 아마 어제의 팁이었고 내일의 팁일 것이다. 심지어 pypy로도 속도 제한에... ",LegenDUST의 잡다한 공간,blog.naver.com/dhnam0502,20250215
챗GPT &amp;  파이썬 으로 AI직원 만들기,https://mgun.tistory.com/5337,"책 제목: 챗GPT &amp;  파이썬 으로 AI직원 만들기 저자: 이성용 https://www.yes24.com/Product/Goods/123278667 Do it! 챗GPT&amp; 파이썬 으로 AI 직원 만들기 - 예스24 멘토이자 동료, 일꾼이 되어 줄 AI 앱을챗GPT와  파이썬 으로... ",Go crazy for anything that will make you smile.,https://mgun.tistory.com/,20250111
' 파이썬 으로 배우는 게임 개발 실전편' 구매 및 소감,https://wehong.tistory.com/2575,"대부분은 유니티(Unity) 활용 서적들이었고 Python을 이용한 게임 개발을 다룬 서적들이 조금 있었는데, ' 파이썬 으로 배우는 게임 개발' 서적도 그 중에 보였다. 이 책은 입문편'과 '실전편'의 두 권으로 나뉘어... ",Just a Blog,https://wehong.tistory.com/,20250401
